,AllOpen_F1,AllOpen_accuracy,AllOpen_fn,AllOpen_fp,AllOpen_tn,AllOpen_tp,BeCertain_F1,BeCertain_accuracy,BeCertain_fn,BeCertain_fp,BeCertain_tn,BeCertain_tp,BelPart_F1,BelPart_accuracy,BelPart_fn,BelPart_fp,BelPart_tn,BelPart_tp,WondowLess_F1,WondowLess_accuracy,WondowLess_fn,WondowLess_fp,WondowLess_tn,WondowLess_tp,loss,total_accuracy,global_step
0,0.46942058205604553,0.5055000185966492,2250.0,1706.0,2294.0,1750.0,0.507319450378418,0.4867500066757202,1886.0,2220.0,1780.0,2114.0,0.5259303450584412,0.4983749985694885,1774.0,2239.0,1761.0,2226.0,0.5367945432662964,0.500374972820282,1684.0,2313.0,1687.0,2316.0,0.736564040184021,0.49775001406669617,1
1,0.4862310588359833,0.6058750152587891,2508.0,645.0,3355.0,1492.0,0.6699174046516418,0.6953750252723694,1527.0,910.0,3090.0,2473.0,0.6511310935020447,0.6800000071525574,1611.0,949.0,3051.0,2389.0,0.4667331874370575,0.5992500185966492,2597.0,609.0,3391.0,1403.0,0.6286166906356812,0.6451249718666077,101
2,0.7267628908157349,0.6711249947547913,501.0,2130.0,1870.0,3499.0,0.7071977257728577,0.6333749890327454,458.0,2475.0,1525.0,3542.0,0.7257735729217529,0.6466249823570251,259.0,2568.0,1432.0,3741.0,0.72649747133255,0.6712499856948853,507.0,2123.0,1877.0,3493.0,0.6149019002914429,0.655593752861023,201
3,0.35849425196647644,0.5888749957084656,3081.0,208.0,3792.0,919.0,0.657058596611023,0.7382500171661377,1994.0,100.0,3900.0,2006.0,0.6187658309936523,0.7181249856948853,2170.0,85.0,3915.0,1830.0,0.35411763191223145,0.5882499814033508,3097.0,197.0,3803.0,903.0,0.599245548248291,0.6583750247955322,301
4,0.786019504070282,0.7558749914169312,413.0,1540.0,2460.0,3587.0,0.7084044814109802,0.6582499742507935,679.0,2055.0,1945.0,3321.0,0.7288388609886169,0.6812499761581421,573.0,1977.0,2023.0,3427.0,0.7885902523994446,0.7591249942779541,406.0,1521.0,2479.0,3594.0,0.5018009543418884,0.7136250138282776,401
5,0.7922176718711853,0.7957500219345093,885.0,749.0,3251.0,3115.0,0.7837212085723877,0.8013749718666077,1121.0,468.0,3532.0,2879.0,0.7505733370780945,0.768875002861023,1218.0,631.0,3369.0,2782.0,0.78879314661026,0.7917500138282776,889.0,777.0,3223.0,3111.0,0.4284060299396515,0.789437472820282,501
6,0.7844007015228271,0.7933750152587891,993.0,660.0,3340.0,3007.0,0.8333547711372375,0.8383749723434448,767.0,526.0,3474.0,3233.0,0.7838485836982727,0.797249972820282,1059.0,563.0,3437.0,2941.0,0.7801492810249329,0.7901250123977661,1021.0,658.0,3342.0,2979.0,0.4150186777114868,0.8047812581062317,601
7,0.5528075098991394,0.6654999852180481,2346.0,330.0,3670.0,1654.0,0.8397691249847412,0.843874990940094,727.0,522.0,3478.0,3273.0,0.7943654656410217,0.8047500252723694,983.0,579.0,3421.0,3017.0,0.5504341721534729,0.6635000109672546,2352.0,340.0,3660.0,1648.0,0.4757898151874542,0.7444062232971191,701
8,0.8347826600074768,0.8195000290870667,352.0,1092.0,2908.0,3648.0,0.8443030118942261,0.8471249938011169,684.0,539.0,3461.0,3316.0,0.7949146032333374,0.8003749847412109,905.0,692.0,3308.0,3095.0,0.8411871790885925,0.8247500061988831,287.0,1115.0,2885.0,3713.0,0.3677244484424591,0.8229374885559082,801
9,0.8449063301086426,0.8302500247955322,301.0,1057.0,2943.0,3699.0,0.8547846674919128,0.859250009059906,686.0,440.0,3560.0,3314.0,0.8056212067604065,0.8149999976158142,933.0,547.0,3453.0,3067.0,0.8449453115463257,0.8297500014305115,289.0,1073.0,2927.0,3711.0,0.35318291187286377,0.8335624933242798,901
