,BeCertain_F1,BeCertain_accuracy,Knopinion_F1,Knopinion_accuracy,Know_F1,Know_accuracy,Wondows_F1,Wondows_accuracy,global_step,loss,total_accuracy
0,0.5743764042854309,0.468874990940094,0.6015533804893494,0.4869999885559082,0.5651372075080872,0.46924999356269836,0.5919622778892517,0.5024999976158142,1,0.7489496469497681,0.4819062352180481
1,0.5275156497955322,0.5181249976158142,0.5462637543678284,0.515749990940094,0.5110659003257751,0.5195000171661377,0.4740861654281616,0.5180000066757202,51,0.7021469473838806,0.5178437232971191
2,0.696988046169281,0.625249981880188,0.6850441098213196,0.6072499752044678,0.7013670802116394,0.6313750147819519,0.6472289562225342,0.6188750267028809,101,0.6469227075576782,0.6206874847412109
3,0.39504197239875793,0.621749997138977,0.3181247413158417,0.5927500128746033,0.25228360295295715,0.5702499747276306,0.18540965020656586,0.5463749766349792,151,0.7344790101051331,0.5827812552452087
4,0.7556930780410767,0.753250002861023,0.7283065915107727,0.7252500057220459,0.7268938422203064,0.7214999794960022,0.5727790594100952,0.6158750057220459,201,0.564552366733551,0.7039687633514404
5,0.7510635256767273,0.7878749966621399,0.6704933047294617,0.734499990940094,0.6709519624710083,0.731249988079071,0.45035213232040405,0.609749972820282,251,0.5603402256965637,0.7158437371253967
6,0.7758235335350037,0.7992500066757202,0.7300814986228943,0.7641249895095825,0.7174721360206604,0.753000020980835,0.47016337513923645,0.6148750185966492,301,0.528969943523407,0.7328125238418579
7,0.7557658553123474,0.7935000061988831,0.6937643885612488,0.7513750195503235,0.6834543347358704,0.7438750267028809,0.41989976167678833,0.609375,351,0.5327095985412598,0.7245312333106995
8,0.7964154481887817,0.7983750104904175,0.7688454389572144,0.7692499756813049,0.7674739360809326,0.7683749794960022,0.6171190142631531,0.656125009059906,401,0.5079596042633057,0.7480312585830688
9,0.7837609052658081,0.8082500100135803,0.7545766830444336,0.7771250009536743,0.7308292388916016,0.762624979019165,0.5911702513694763,0.6620000004768372,451,0.4912361204624176,0.7524999976158142
10,0.7914203405380249,0.8103749752044678,0.7540532946586609,0.7762500047683716,0.7473944425582886,0.7697499990463257,0.660888671875,0.6918749809265137,501,0.4815753698348999,0.7620624899864197
11,0.7121858596801758,0.7723749876022339,0.6321226358413696,0.7239999771118164,0.6155146360397339,0.715624988079071,0.5349626541137695,0.6575000286102295,551,0.551085889339447,0.7173749804496765
12,0.8055763244628906,0.8047500252723694,0.7703927159309387,0.7720000147819519,0.7747880816459656,0.7708749771118164,0.7590497136116028,0.7337499856948853,601,0.48182979226112366,0.7703437209129333
