,BeWrong_accuracy,Knopinion_accuracy,Know_accuracy,Opiknow_accuracy,global_step,loss,total_accuracy
51,0.9051250219345093,0.8203750252723694,0.9039999842643738,0.8548750281333923,2551,0.2864425480365753,0.87109375
52,0.8951249718666077,0.8238750100135803,0.9004999995231628,0.8493750095367432,2601,0.2905155122280121,0.8672187328338623
53,0.9098749756813049,0.8289999961853027,0.9068750143051147,0.8511250019073486,2651,0.2777473032474518,0.874218761920929
54,0.8960000276565552,0.8206250071525574,0.9007499814033508,0.8508750200271606,2701,0.2896510660648346,0.867062509059906
55,0.8691250085830688,0.8267499804496765,0.8973749876022339,0.8478749990463257,2751,0.299674391746521,0.860281229019165
56,0.9111250042915344,0.8257499933242798,0.9106249809265137,0.8537499904632568,2801,0.2763240933418274,0.8753125071525574
57,0.8486250042915344,0.8191249966621399,0.8995000123977661,0.8424999713897705,2851,0.3071521520614624,0.8524374961853027
58,0.8887500166893005,0.827750027179718,0.9112499952316284,0.8544999957084656,2901,0.28295204043388367,0.8705624938011169
59,0.9008749723434448,0.8253750205039978,0.9127500057220459,0.8547499775886536,2951,0.2794325053691864,0.8734375238418579
60,0.8898749947547913,0.8213750123977661,0.9036250114440918,0.8478749990463257,3001,0.2955770194530487,0.8656874895095825
61,0.8996250033378601,0.8289999961853027,0.9047499895095825,0.8529999852180481,3051,0.29018834233283997,0.8715937733650208
62,0.9128749966621399,0.8273749947547913,0.9088749885559082,0.8496249914169312,3101,0.2723095417022705,0.8746874928474426
63,0.9096249938011169,0.8226249814033508,0.9137499928474426,0.8498749732971191,3151,0.27241015434265137,0.8739687204360962
64,0.9024999737739563,0.8306249976158142,0.9106249809265137,0.8483750224113464,3201,0.28289252519607544,0.8730312585830688
65,0.9072499871253967,0.8231250047683716,0.9144999980926514,0.8531249761581421,3251,0.27501949667930603,0.8744999766349792
66,0.9137499928474426,0.8301249742507935,0.9176250100135803,0.8548750281333923,3301,0.2726063132286072,0.8790937662124634
67,0.909375011920929,0.8288750052452087,0.9132500290870667,0.859125018119812,3351,0.27314335107803345,0.8776562213897705
68,0.8899999856948853,0.8299999833106995,0.909375011920929,0.8518750071525574,3401,0.28067198395729065,0.870312511920929
69,0.909250020980835,0.8306249976158142,0.9132500290870667,0.8627499938011169,3451,0.27460142970085144,0.8789687752723694
70,0.9086250066757202,0.8273749947547913,0.9111250042915344,0.8575000166893005,3501,0.27329012751579285,0.8761562705039978
71,0.9068750143051147,0.8297500014305115,0.9158750176429749,0.8608750104904175,3551,0.27000927925109863,0.8783437609672546
72,0.9018750190734863,0.8199999928474426,0.9049999713897705,0.8556249737739563,3601,0.280091792345047,0.8706250190734863
73,0.9123749732971191,0.8276249766349792,0.9147499799728394,0.8600000143051147,3651,0.26493826508522034,0.8786875009536743
74,0.909500002861023,0.8207499980926514,0.9116250276565552,0.8587499856948853,3701,0.2759571671485901,0.8751562237739563
75,0.9116250276565552,0.8272500038146973,0.9118750095367432,0.8613749742507935,3751,0.2729067802429199,0.8780312538146973
76,0.9085000157356262,0.8316249847412109,0.9117500185966492,0.8582500219345093,3801,0.2715293765068054,0.8775312304496765
77,0.8893749713897705,0.8255000114440918,0.9051250219345093,0.859375,3851,0.29406824707984924,0.8698437213897705
78,0.9146249890327454,0.8297500014305115,0.9141250252723694,0.8556249737739563,3901,0.27318280935287476,0.878531277179718
79,0.9073749780654907,0.8292499780654907,0.9152500033378601,0.8538749814033508,3951,0.26751968264579773,0.8764374852180481
80,0.9103749990463257,0.8320000171661377,0.9178749918937683,0.8572499752044678,4001,0.2624092996120453,0.8793749809265137
81,0.9152500033378601,0.8306249976158142,0.9236249923706055,0.859749972820282,4051,0.26364076137542725,0.8823124766349792
82,0.9144999980926514,0.8308749794960022,0.9166250228881836,0.8641250133514404,4101,0.26789620518684387,0.8815312385559082
83,0.9157500267028809,0.8202499747276306,0.9081249833106995,0.859125018119812,4151,0.2681249976158142,0.8758124709129333
84,0.9152500033378601,0.827875018119812,0.9201250076293945,0.8632500171661377,4201,0.25872260332107544,0.8816249966621399
85,0.9152500033378601,0.8293750286102295,0.9202499985694885,0.8682500123977661,4251,0.2587064206600189,0.8832812309265137
86,0.8974999785423279,0.824999988079071,0.903249979019165,0.8586249947547913,4301,0.28766199946403503,0.87109375
87,0.9123749732971191,0.825124979019165,0.9151250123977661,0.8679999709129333,4351,0.2634279727935791,0.8801562786102295
88,0.9190000295639038,0.8295000195503235,0.9162499904632568,0.8682500123977661,4401,0.26047179102897644,0.8832499980926514
89,0.9051250219345093,0.8309999704360962,0.9201250076293945,0.8671249747276306,4451,0.26814740896224976,0.8808437585830688
90,0.9114999771118164,0.8273749947547913,0.9179999828338623,0.8666250109672546,4501,0.2834591567516327,0.8808749914169312
91,0.9146249890327454,0.8253750205039978,0.9162499904632568,0.859250009059906,4551,0.264686644077301,0.8788750171661377
92,0.9108750224113464,0.815750002861023,0.8947499990463257,0.8492500185966492,4601,0.2874799966812134,0.8676562309265137
93,0.9135000109672546,0.8299999833106995,0.9166250228881836,0.8668749928474426,4651,0.2607152760028839,0.8817499876022339
94,0.918624997138977,0.8233749866485596,0.9167500138282776,0.8638749718666077,4701,0.26287347078323364,0.8806562423706055
95,0.9010000228881836,0.8253750205039978,0.9171249866485596,0.8668749928474426,4751,0.2627367377281189,0.8775937557220459
96,0.9138749837875366,0.828125,0.9172499775886536,0.8659999966621399,4801,0.27103370428085327,0.8813124895095825
97,0.9103749990463257,0.8305000066757202,0.9164999723434448,0.8666250109672546,4851,0.26947662234306335,0.8809999823570251
98,0.9113749861717224,0.8171250224113464,0.8997499942779541,0.8577499985694885,4901,0.29372847080230713,0.8715000152587891
99,0.8637499809265137,0.8361250162124634,0.922249972820282,0.8705000281333923,4951,0.27269649505615234,0.8731562495231628
100,0.9172499775886536,0.8274999856948853,0.9072499871253967,0.8622499704360962,5001,0.2871462106704712,0.8785625100135803
101,0.9171249866485596,0.8308749794960022,0.9231250286102295,0.8659999966621399,5051,0.26109203696250916,0.8842812776565552
102,0.9079999923706055,0.8345000147819519,0.9182500243186951,0.8644999861717224,5101,0.26178789138793945,0.8813124895095825
103,0.9171249866485596,0.828249990940094,0.9202499985694885,0.8663750290870667,5151,0.2579074501991272,0.8830000162124634
104,0.9196249842643738,0.8270000219345093,0.9183750152587891,0.8644999861717224,5201,0.2571786642074585,0.8823750019073486
105,0.921750009059906,0.8332499861717224,0.9238749742507935,0.8671249747276306,5251,0.2511087656021118,0.8865000009536743
106,0.9167500138282776,0.828374981880188,0.918874979019165,0.871999979019165,5301,0.25273948907852173,0.8840000033378601
107,0.918874979019165,0.8353750109672546,0.921500027179718,0.871999979019165,5351,0.2563045620918274,0.8869374990463257
108,0.9132500290870667,0.812250018119812,0.8957499861717224,0.8510000109672546,5401,0.2849855124950409,0.8680624961853027
109,0.9152500033378601,0.8322499990463257,0.9212499856948853,0.8711249828338623,5451,0.25297051668167114,0.8849687576293945
110,0.9191250205039978,0.8330000042915344,0.9192500114440918,0.8709999918937683,5501,0.25300338864326477,0.8855937719345093
111,0.909250020980835,0.8286250233650208,0.9116250276565552,0.8700000047683716,5551,0.2550790011882782,0.8798750042915344
112,0.9144999980926514,0.8197500109672546,0.9036250114440918,0.859499990940094,5601,0.26963353157043457,0.874343752861023
113,0.9118750095367432,0.8243749737739563,0.9163749814033508,0.8678749799728394,5651,0.26339423656463623,0.8801249861717224
114,0.9196249842643738,0.8328750133514404,0.9202499985694885,0.8768749833106995,5701,0.2503191828727722,0.8874062299728394
115,0.9173750281333923,0.8317499756813049,0.9172499775886536,0.8728749752044678,5751,0.2636469006538391,0.8848124742507935
116,0.9179999828338623,0.8296250104904175,0.9135000109672546,0.8673750162124634,5801,0.2563619017601013,0.8821250200271606
117,0.9086250066757202,0.8353750109672546,0.9235000014305115,0.8787500262260437,5851,0.25151416659355164,0.8865625262260437
118,0.9173750281333923,0.8224999904632568,0.9226250052452087,0.875124990940094,5901,0.2549700140953064,0.8844062685966492
119,0.9143750071525574,0.8328750133514404,0.9208750128746033,0.8768749833106995,5951,0.2630128562450409,0.8862500190734863
120,0.9236249923706055,0.8339999914169312,0.9272500276565552,0.8765000104904175,6001,0.24842464923858643,0.8903437256813049
121,0.9237499833106995,0.8336250185966492,0.9204999804496765,0.8722500205039978,6051,0.24931782484054565,0.8875312209129333
122,0.9185000061988831,0.8297500014305115,0.9208750128746033,0.8744999766349792,6101,0.25958049297332764,0.8859062790870667
123,0.9206249713897705,0.8372499942779541,0.9261249899864197,0.8793749809265137,6151,0.2469104528427124,0.8908437490463257
124,0.9177500009536743,0.8320000171661377,0.9263749718666077,0.8741250038146973,6201,0.25285542011260986,0.8875625133514404
125,0.921500027179718,0.8158749938011169,0.9104999899864197,0.8663750290870667,6251,0.25740599632263184,0.8785625100135803
126,0.9266250133514404,0.8362500071525574,0.9297500252723694,0.878250002861023,6301,0.24543869495391846,0.8927187323570251
127,0.9169999957084656,0.8356249928474426,0.9262499809265137,0.8837500214576721,6351,0.24768726527690887,0.8906562328338623
128,0.9196249842643738,0.8102499842643738,0.8968750238418579,0.8582500219345093,6401,0.2676681876182556,0.8712499737739563
129,0.9210000038146973,0.8328750133514404,0.921750009059906,0.8773750066757202,6451,0.24654103815555573,0.8882499933242798
130,0.9197499752044678,0.831125020980835,0.9157500267028809,0.8730000257492065,6501,0.25927025079727173,0.8849062323570251
131,0.9246249794960022,0.8295000195503235,0.9213749766349792,0.8768749833106995,6551,0.24578545987606049,0.8880937695503235
132,0.9232500195503235,0.8364999890327454,0.9259999990463257,0.8761249780654907,6601,0.24294131994247437,0.8904687762260437
133,0.9237499833106995,0.8331249952316284,0.925125002861023,0.8801249861717224,6651,0.23981903493404388,0.8905312418937683
134,0.9190000295639038,0.8268749713897705,0.9233750104904175,0.8758749961853027,6701,0.2468816190958023,0.8862812519073486
135,0.8987500071525574,0.824874997138977,0.9190000295639038,0.8783749938011169,6751,0.25204038619995117,0.8802499771118164
136,0.9179999828338623,0.8263750076293945,0.9194999933242798,0.8762500286102295,6801,0.2470521479845047,0.8850312232971191
137,0.9208750128746033,0.8306249976158142,0.9242500066757202,0.8857499957084656,6851,0.23887494206428528,0.890375018119812
138,0.9108750224113464,0.8271250128746033,0.9175000190734863,0.8803750276565552,6901,0.25228649377822876,0.8839687705039978
139,0.9198750257492065,0.8320000171661377,0.9253749847412109,0.8845000267028809,6951,0.24707497656345367,0.8904374837875366
140,0.9246249794960022,0.8293750286102295,0.9204999804496765,0.8798750042915344,7001,0.2668818235397339,0.8885937333106995
141,0.9271249771118164,0.8301249742507935,0.9233750104904175,0.8803750276565552,7051,0.23764725029468536,0.890250027179718
142,0.9228749871253967,0.8352500200271606,0.9322500228881836,0.8823750019073486,7101,0.2573382556438446,0.8931875228881836
143,0.9261249899864197,0.8326249718666077,0.9287499785423279,0.8891249895095825,7151,0.23337754607200623,0.894156277179718
144,0.9181249737739563,0.8331249952316284,0.9237499833106995,0.8813750147819519,7201,0.24043522775173187,0.8890937566757202
145,0.9261249899864197,0.8332499861717224,0.9282500147819519,0.8846250176429749,7251,0.23789332807064056,0.8930624723434448
146,0.9208750128746033,0.8240000009536743,0.9200000166893005,0.8769999742507935,7301,0.24682030081748962,0.8854687213897705
147,0.9235000014305115,0.8305000066757202,0.9257500171661377,0.8830000162124634,7351,0.24560759961605072,0.8906875252723694
148,0.9231250286102295,0.8237500190734863,0.9190000295639038,0.8766250014305115,7401,0.2662353813648224,0.8856250047683716
149,0.9028750061988831,0.8180000185966492,0.9166250228881836,0.8769999742507935,7451,0.2560904026031494,0.8786249756813049
150,0.9257500171661377,0.8382499814033508,0.9271249771118164,0.8827499747276306,7501,0.23962539434432983,0.8934687376022339
151,0.9026250243186951,0.8316249847412109,0.9213749766349792,0.8811249732971191,7551,0.24892795085906982,0.8841875195503235
152,0.9252499938011169,0.8224999904632568,0.9039999842643738,0.8676249980926514,7601,0.2667662501335144,0.8798437714576721
153,0.9179999828338623,0.8296250104904175,0.9242500066757202,0.8787500262260437,7651,0.2485906034708023,0.8876562714576721
154,0.9163749814033508,0.8357499837875366,0.9307500123977661,0.887624979019165,7701,0.2419489175081253,0.8926249742507935
155,0.9228749871253967,0.831125020980835,0.9256250262260437,0.8852499723434448,7751,0.24936579167842865,0.8912187218666077
156,0.9191250205039978,0.8357499837875366,0.934249997138977,0.890375018119812,7801,0.2380969226360321,0.8948749899864197
157,0.9232500195503235,0.8353750109672546,0.9348750114440918,0.8878750205039978,7851,0.23318563401699066,0.8953437209129333
158,0.9275000095367432,0.8373749852180481,0.934499979019165,0.8899999856948853,7901,0.22579778730869293,0.8973437547683716
159,0.9302499890327454,0.8361250162124634,0.934499979019165,0.8877500295639038,7951,0.22875842452049255,0.8971562385559082
160,0.9106249809265137,0.8374999761581421,0.9315000176429749,0.8930000066757202,8001,0.23559673130512238,0.8931562304496765
161,0.925000011920929,0.8252500295639038,0.9173750281333923,0.8824999928474426,8051,0.2572369873523712,0.8875312209129333
162,0.9263749718666077,0.8353750109672546,0.9268749952316284,0.8865000009536743,8101,0.23501671850681305,0.8937812447547913
163,0.9290000200271606,0.8362500071525574,0.9332500100135803,0.8949999809265137,8151,0.22749505937099457,0.8983749747276306
164,0.9198750257492065,0.8371250033378601,0.9332500100135803,0.8934999704360962,8201,0.2296236753463745,0.8959375023841858
165,0.9321249723434448,0.840624988079071,0.9347500205039978,0.8891249895095825,8251,0.2212657481431961,0.8991562724113464
166,0.9304999709129333,0.8448749780654907,0.934499979019165,0.8967499732971191,8301,0.22146140038967133,0.9016562700271606
167,0.9266250133514404,0.8399999737739563,0.9313750267028809,0.8932499885559082,8351,0.22984366118907928,0.8978124856948853
168,0.9244999885559082,0.8396250009536743,0.9334999918937683,0.9003750085830688,8401,0.22543753683567047,0.8995000123977661
169,0.9311249852180481,0.8379999995231628,0.9256250262260437,0.8968750238418579,8451,0.22821810841560364,0.8979062438011169
170,0.921999990940094,0.8330000042915344,0.9288750290870667,0.8884999752044678,8501,0.23878386616706848,0.8930937647819519
171,0.9232500195503235,0.8323749899864197,0.9235000014305115,0.8808749914169312,8551,0.2508576214313507,0.8899999856948853
172,0.9277499914169312,0.8411250114440918,0.9355000257492065,0.8949999809265137,8601,0.22299474477767944,0.8998437523841858
173,0.9282500147819519,0.8348749876022339,0.9206249713897705,0.8859999775886536,8651,0.24361509084701538,0.8924375176429749
174,0.9303749799728394,0.8364999890327454,0.918874979019165,0.8881250023841858,8701,0.22982122004032135,0.8934687376022339
175,0.9312499761581421,0.8410000205039978,0.9368749856948853,0.8951249718666077,8751,0.23703798651695251,0.9010624885559082
176,0.9312499761581421,0.8371250033378601,0.9341250061988831,0.893875002861023,8801,0.22554104030132294,0.899093747138977
177,0.9321249723434448,0.8271250128746033,0.9129999876022339,0.8744999766349792,8851,0.24452514946460724,0.8866875171661377
178,0.9304999709129333,0.840499997138977,0.9306250214576721,0.8971250057220459,8901,0.22420018911361694,0.8996875286102295
179,0.9318749904632568,0.8397499918937683,0.9353749752044678,0.8945000171661377,8951,0.24137115478515625,0.9003750085830688
180,0.9313750267028809,0.840749979019165,0.9356250166893005,0.8956249952316284,9001,0.22493362426757812,0.9008437395095825
181,0.9336249828338623,0.843874990940094,0.937624990940094,0.8968750238418579,9051,0.2163202166557312,0.902999997138977
182,0.9322500228881836,0.8428750038146973,0.937749981880188,0.8930000066757202,9101,0.21488584578037262,0.9014687538146973
183,0.9292500019073486,0.8481249809265137,0.9392499923706055,0.8985000252723694,9151,0.22935687005519867,0.9037812352180481
184,0.9317499995231628,0.8482499718666077,0.937375009059906,0.8952500224113464,9201,0.2208455353975296,0.9031562209129333
185,0.925000011920929,0.8352500200271606,0.9242500066757202,0.8932499885559082,9251,0.2300339639186859,0.8944374918937683
186,0.9301249980926514,0.840499997138977,0.9365000128746033,0.8958749771118164,9301,0.21580886840820312,0.9007499814033508
187,0.9332500100135803,0.8403750061988831,0.9363750219345093,0.9007499814033508,9351,0.21231411397457123,0.9026874899864197
188,0.9193750023841858,0.8355000019073486,0.9141250252723694,0.8790000081062317,9401,0.2466955929994583,0.8870000243186951
189,0.9316250085830688,0.8554999828338623,0.9328749775886536,0.8951249718666077,9451,0.21613697707653046,0.9037812352180481
190,0.9318749904632568,0.8560000061988831,0.9402499794960022,0.906499981880188,9501,0.20553699135780334,0.9086562395095825
191,0.9321249723434448,0.8542500138282776,0.9365000128746033,0.9001250267028809,9551,0.2108917087316513,0.9057499766349792
192,0.9281250238418579,0.8631250262260437,0.9392499923706055,0.9057499766349792,9601,0.21062125265598297,0.9090625047683716
193,0.9317499995231628,0.8486250042915344,0.9332500100135803,0.8958749771118164,9651,0.22725559771060944,0.9023749828338623
194,0.9261249899864197,0.846750020980835,0.9366250038146973,0.9024999737739563,9701,0.22068074345588684,0.902999997138977
195,0.9322500228881836,0.8569999933242798,0.9380000233650208,0.9052500128746033,9751,0.2070433646440506,0.9081249833106995
196,0.9401249885559082,0.8569999933242798,0.937624990940094,0.9089999794960022,9801,0.20317509770393372,0.910937488079071
197,0.937874972820282,0.8508750200271606,0.9328749775886536,0.9098749756813049,9851,0.207325741648674,0.9078750014305115
198,0.9386249780654907,0.8485000133514404,0.9367499947547913,0.9087499976158142,9901,0.20687352120876312,0.9081562757492065
199,0.9272500276565552,0.8486250042915344,0.934374988079071,0.909375011920929,9951,0.21927770972251892,0.9049062728881836
200,0.9301249980926514,0.8547499775886536,0.9318749904632568,0.8987500071525574,10001,0.22561782598495483,0.9038749933242798
201,0.9304999709129333,0.8397499918937683,0.9384999871253967,0.9010000228881836,10051,0.21402472257614136,0.9024375081062317
202,0.9381250143051147,0.8572499752044678,0.9386249780654907,0.9037500023841858,10101,0.20814047753810883,0.9094374775886536
203,0.918624997138977,0.8448749780654907,0.9362499713897705,0.9033750295639038,10151,0.22679778933525085,0.9007812738418579
204,0.9403749704360962,0.8451250195503235,0.9238749742507935,0.8898749947547913,10201,0.21568246185779572,0.8998125195503235
205,0.9347500205039978,0.8613749742507935,0.9403749704360962,0.9070000052452087,10251,0.20776140689849854,0.9108750224113464
206,0.9350000023841858,0.8601250052452087,0.9368749856948853,0.9067500233650208,10301,0.20753467082977295,0.9096875190734863
207,0.9366250038146973,0.8531249761581421,0.9297500252723694,0.8993750214576721,10351,0.2287610024213791,0.9047187566757202
208,0.9334999918937683,0.8565000295639038,0.9386249780654907,0.9100000262260437,10401,0.2015048861503601,0.9096562266349792
209,0.9397500157356262,0.8569999933242798,0.9384999871253967,0.9107499718666077,10451,0.20194467902183533,0.9114999771118164
210,0.9300000071525574,0.8641250133514404,0.937250018119812,0.9120000004768372,10501,0.19862625002861023,0.9108437299728394
211,0.9383749961853027,0.8669999837875366,0.9424999952316284,0.9135000109672546,10551,0.1952836960554123,0.9153437614440918
212,0.9288750290870667,0.8532500267028809,0.9337499737739563,0.9083750247955322,10601,0.21593816578388214,0.9060624837875366
213,0.9307500123977661,0.8504999876022339,0.9290000200271606,0.8967499732971191,10651,0.22112996876239777,0.9017500281333923
214,0.9367499947547913,0.8648750185966492,0.937874972820282,0.9108750224113464,10701,0.20044110715389252,0.9125937223434448
215,0.9413750171661377,0.8587499856948853,0.9350000023841858,0.9021250009536743,10751,0.22280976176261902,0.9093124866485596
216,0.9387500286102295,0.8634999990463257,0.934374988079071,0.9027500152587891,10801,0.20330408215522766,0.9098437428474426
217,0.9418749809265137,0.8579999804496765,0.9424999952316284,0.9125000238418579,10851,0.19969528913497925,0.9137187600135803
218,0.9352499842643738,0.8632500171661377,0.9446250200271606,0.9152500033378601,10901,0.20056132972240448,0.9145937561988831
219,0.9387500286102295,0.8640000224113464,0.9431250095367432,0.9162499904632568,10951,0.1952817291021347,0.9155312776565552
220,0.9390000104904175,0.8765000104904175,0.937375009059906,0.9126250147819519,11001,0.2048664689064026,0.9163749814033508
221,0.9325000047683716,0.8656250238418579,0.9303749799728394,0.903249979019165,11051,0.2105545848608017,0.9079375267028809
222,0.9383749961853027,0.8617500066757202,0.9397500157356262,0.9121249914169312,11101,0.19995898008346558,0.9129999876022339
223,0.9396250247955322,0.874750018119812,0.9398750066757202,0.9148749709129333,11151,0.1921706199645996,0.9172812700271606
224,0.9291250109672546,0.8772500157356262,0.940500020980835,0.9129999876022339,11201,0.20489539206027985,0.914968729019165
225,0.937749981880188,0.8772500157356262,0.9415000081062317,0.9137499928474426,11251,0.1911550611257553,0.9175624847412109
226,0.9413750171661377,0.8613749742507935,0.9431250095367432,0.9198750257492065,11301,0.19526761770248413,0.9164375066757202
227,0.9416249990463257,0.8848749995231628,0.9422500133514404,0.9191250205039978,11351,0.19079887866973877,0.9219687581062317
228,0.9386249780654907,0.878250002861023,0.9346250295639038,0.90625,11401,0.19734030961990356,0.914437472820282
229,0.9269999861717224,0.8786249756813049,0.9384999871253967,0.9162499904632568,11451,0.19469033181667328,0.9150937795639038
230,0.9396250247955322,0.8776249885559082,0.9426249861717224,0.9201250076293945,11501,0.19047172367572784,0.9200000166893005
231,0.9408749938011169,0.8586249947547913,0.9388750195503235,0.9183750152587891,11551,0.19827663898468018,0.914187490940094
232,0.9409999847412109,0.8761249780654907,0.9413750171661377,0.9122499823570251,11601,0.19084317982196808,0.9176874756813049
233,0.9432500004768372,0.8815000057220459,0.940625011920929,0.9136250019073486,11651,0.18853998184204102,0.9197499752044678
234,0.9411249756813049,0.8757500052452087,0.9428750276565552,0.9183750152587891,11701,0.18858374655246735,0.9195312261581421
235,0.9308750033378601,0.8640000224113464,0.937250018119812,0.9111250042915344,11751,0.2058430016040802,0.910812497138977
236,0.9365000128746033,0.8633750081062317,0.940500020980835,0.9173750281333923,11801,0.1901923567056656,0.914437472820282
237,0.9446250200271606,0.8792499899864197,0.9449999928474426,0.9226250052452087,11851,0.18191933631896973,0.9228749871253967
