,BeCertain_F1,BeCertain_accuracy,Knopinion_F1,Knopinion_accuracy,Know_F1,Know_accuracy,Wondows_F1,Wondows_accuracy,global_step,loss,total_accuracy
0,0.44198891520500183,0.48237499594688416,0.5301231741905212,0.4754999876022339,0.5021051168441772,0.48262500762939453,0.5133880376815796,0.48887500166893005,1,0.7474793791770935,0.48234376311302185
1,0.41164854168891907,0.5529999732971191,0.5054827928543091,0.5377500057220459,0.47079282999038696,0.543624997138977,0.43393686413764954,0.5271250009536743,51,0.6964197754859924,0.5403749942779541
2,0.7323291301727295,0.7112500071525574,0.6831566691398621,0.6637499928474426,0.7116923928260803,0.6803749799728394,0.6162897944450378,0.6331250071525574,101,0.6048170328140259,0.672124981880188
3,0.6281901597976685,0.7213749885559082,0.575778067111969,0.6865000128746033,0.577650249004364,0.687250018119812,0.38607117533683777,0.5945000052452087,151,0.6210744976997375,0.6724062561988831
4,0.7675085067749023,0.7871249914169312,0.7183390855789185,0.7456250190734863,0.7138496041297913,0.7422500252723694,0.5215190052986145,0.621999979019165,201,0.5538713335990906,0.7242500185966492
5,0.7857422828674316,0.7948750257492065,0.7238562107086182,0.7465000152587891,0.7315102219581604,0.7508749961853027,0.530086874961853,0.6212499737739563,251,0.5342875719070435,0.7283750176429749
6,0.7614421844482422,0.7973750233650208,0.6993007063865662,0.7527499794960022,0.7018548846244812,0.7528749704360962,0.4692173898220062,0.6184999942779541,301,0.5366255640983582,0.7303749918937683
7,0.798773467540741,0.8031250238418579,0.7461060285568237,0.7555000185966492,0.7662834525108337,0.7712500095367432,0.533724308013916,0.6223750114440918,351,0.5169345736503601,0.7380625009536743
8,0.7482644319534302,0.7914999723434448,0.6814422011375427,0.7448750138282776,0.6682547330856323,0.7388749718666077,0.4104222059249878,0.612500011920929,401,0.5505028367042542,0.7219374775886536
9,0.8012347221374512,0.8148750066757202,0.7563773989677429,0.7743750214576721,0.763748824596405,0.7803750038146973,0.626143217086792,0.6678749918937683,451,0.49363458156585693,0.7593749761581421
10,0.8014386892318726,0.799875020980835,0.7565035820007324,0.753125011920929,0.773098886013031,0.7710000276565552,0.728908360004425,0.6911249756813049,501,0.5003746151924133,0.753781259059906
11,0.7985518574714661,0.8052499890327454,0.7511702179908752,0.7541249990463257,0.7692500352859497,0.7696250081062317,0.7223353385925293,0.6932500004768372,551,0.4895457327365875,0.7555624842643738
12,0.8028937578201294,0.8195000290870667,0.756240725517273,0.7766249775886536,0.763233482837677,0.7836250066757202,0.46696996688842773,0.6338750123977661,601,0.47657689452171326,0.7534062266349792
13,0.8094852566719055,0.8232499957084656,0.751969039440155,0.7756249904632568,0.769209623336792,0.7901250123977661,0.4502752125263214,0.6255000233650208,651,0.47064149379730225,0.7536249756813049
14,0.814022421836853,0.8196250200271606,0.7658648490905762,0.7712500095367432,0.7830405235290527,0.7870000004768372,0.7793557047843933,0.7611250281333923,701,0.46148523688316345,0.7847499847412109
15,0.7990964651107788,0.8221250176429749,0.7397496104240417,0.7738749980926514,0.7354272603988647,0.7736250162124634,0.4826125204563141,0.6336249709129333,751,0.4889601767063141,0.7508124709129333
16,0.7896440029144287,0.7562500238418579,0.7623065710067749,0.7253749966621399,0.7859821915626526,0.750374972820282,0.6158766746520996,0.6697499752044678,801,0.5348891615867615,0.7254375219345093
17,0.8109530806541443,0.8205000162124634,0.7582552433013916,0.7776250243186951,0.7821155786514282,0.7935000061988831,0.7810637354850769,0.7705000042915344,851,0.44987061619758606,0.7905312776565552
18,0.771067202091217,0.7986249923706055,0.7155466675758362,0.750249981880188,0.7353226542472839,0.7616249918937683,0.7605059742927551,0.7207499742507935,901,0.495512455701828,0.7578125
19,0.8123413920402527,0.8243749737739563,0.758842408657074,0.7749999761581421,0.7831887602806091,0.796875,0.7625680565834045,0.765625,951,0.4388364255428314,0.7904687523841858
20,0.812475323677063,0.8218749761581421,0.7582387924194336,0.7762500047683716,0.790224552154541,0.8015000224113464,0.737282395362854,0.7566249966621399,1001,0.4384823143482208,0.7890625
21,0.7539203763008118,0.7960000038146973,0.6934487223625183,0.7519999742507935,0.7084226608276367,0.7620000243186951,0.7709525227546692,0.7748749852180481,1051,0.4707569479942322,0.7712187767028809
22,0.7741236686706543,0.7913749814033508,0.7245866656303406,0.7459999918937683,0.7402547597885132,0.7476249933242798,0.7571473717689514,0.7143750190734863,1101,0.4974525272846222,0.7498437762260437
23,0.8149284720420837,0.8041250109672546,0.7783160209655762,0.7597500085830688,0.8109129667282104,0.799875020980835,0.7998610138893127,0.7838749885559082,1151,0.4483005702495575,0.7869062423706055
24,0.8006156086921692,0.8218749761581421,0.7523970603942871,0.7804999947547913,0.7635182738304138,0.7906249761581421,0.7684237360954285,0.7737500071525574,1201,0.43128541111946106,0.7916874885559082
25,0.8194022178649902,0.8217499852180481,0.7748597860336304,0.7792500257492065,0.8032491207122803,0.809249997138977,0.7983142137527466,0.7906249761581421,1251,0.4187518358230591,0.8002187609672546
26,0.8159753680229187,0.8208749890327454,0.770889401435852,0.7768750190734863,0.806658148765564,0.8112499713897705,0.6919524073600769,0.7248749732971191,1301,0.4263502061367035,0.7834687232971191
27,0.8077918291091919,0.8236250281333923,0.7661744952201843,0.7822499871253967,0.7943488955497742,0.8071249723434448,0.8004236817359924,0.7879999876022339,1351,0.4163548946380615,0.8002499938011169
28,0.8109517693519592,0.8187500238418579,0.7667974233627319,0.7770000100135803,0.8083983063697815,0.809499979019165,0.8085349798202515,0.7902500033378601,1401,0.4238921105861664,0.7988749742507935
29,0.8182048797607422,0.8207499980926514,0.7728425860404968,0.7762500047683716,0.8113301992416382,0.8109999895095825,0.752170979976654,0.7681249976158142,1451,0.4225728511810303,0.7940312623977661
30,0.8147535920143127,0.8041250109672546,0.7768265604972839,0.7621250152587891,0.8169113993644714,0.8067499995231628,0.6516454219818115,0.706250011920929,1501,0.44729065895080566,0.7698125243186951
31,0.8047547340393066,0.8213750123977661,0.7579180002212524,0.7802500128746033,0.795137882232666,0.8125,0.7758620977401733,0.7919999957084656,1551,0.4083561897277832,0.8015312552452087
32,0.8139479756355286,0.8012499809265137,0.7735404968261719,0.7595000267028809,0.8291498422622681,0.8153749704360962,0.727642297744751,0.7487499713897705,1601,0.4394323229789734,0.7812187671661377
33,0.8049484491348267,0.8226249814033508,0.7528752684593201,0.7797499895095825,0.7908115386962891,0.8076249957084656,0.8003556132316589,0.8034999966621399,1651,0.406089723110199,0.8033750057220459
34,0.7907504439353943,0.815625011920929,0.7327309250831604,0.7707499861717224,0.7819422483444214,0.8043749928474426,0.7975733876228333,0.7956249713897705,1701,0.4157963991165161,0.7965937256813049
35,0.7855809330940247,0.8133749961853027,0.7255074977874756,0.7667499780654907,0.7624548673629761,0.7943750023841858,0.7926642894744873,0.796500027179718,1751,0.41956794261932373,0.7927500009536743
36,0.8185264468193054,0.8084999918937683,0.7863026261329651,0.7730000019073486,0.8437864184379578,0.8324999809265137,0.8154147863388062,0.8119999766349792,1801,0.4064605236053467,0.8065000176429749
37,0.8066374659538269,0.8237500190734863,0.7567791938781738,0.7802500128746033,0.8075902462005615,0.8187500238418579,0.8163315653800964,0.8149999976158142,1851,0.3980494439601898,0.8094375133514404
38,0.8238213658332825,0.8224999904632568,0.7870698571205139,0.7826250195503235,0.8492528200149536,0.8423749804496765,0.8282105922698975,0.8197500109672546,1901,0.3955901861190796,0.8168125152587891
39,0.8132501244544983,0.8054999709129333,0.7773173451423645,0.7648749947547913,0.8446130156517029,0.8361250162124634,0.817867636680603,0.8221250176429749,1951,0.4010213613510132,0.8071562647819519
40,0.8256292343139648,0.8302500247955322,0.7853564620018005,0.7911249995231628,0.8402900099754333,0.8402500152587891,0.8276368975639343,0.8241249918937683,2001,0.38405895233154297,0.8214374780654907
41,0.8223258256912231,0.828499972820282,0.781561017036438,0.7914999723434448,0.8409063220024109,0.8393750190734863,0.8437244892120361,0.8323749899864197,2051,0.389760285615921,0.8229374885559082
42,0.8278496861457825,0.8253750205039978,0.7876670360565186,0.7796249985694885,0.8562254309654236,0.8488749861717224,0.8287182450294495,0.8291249871253967,2101,0.3869591951370239,0.8207499980926514
43,0.8263649344444275,0.8234999775886536,0.7897963523864746,0.7857499718666077,0.8434512615203857,0.8362500071525574,0.795996904373169,0.8012499809265137,2151,0.4003664553165436,0.8116875290870667
44,0.8233475089073181,0.8286250233650208,0.7818652987480164,0.7894999980926514,0.848054826259613,0.8447499871253967,0.817040741443634,0.8196250200271606,2201,0.3864750862121582,0.8206250071525574
45,0.8135454654693604,0.8286250233650208,0.7687243223190308,0.7892500162124634,0.8217483162879944,0.8307499885559082,0.7521849274635315,0.7802500128746033,2251,0.3949807286262512,0.8072187304496765
46,0.8262828588485718,0.8264999985694885,0.788377583026886,0.7878749966621399,0.8618731498718262,0.8539999723434448,0.8473467826843262,0.8424999713897705,2301,0.37540948390960693,0.8277187347412109
47,0.8199761509895325,0.8301249742507935,0.7779861092567444,0.7927500009536743,0.835404098033905,0.8393750190734863,0.8386943936347961,0.8295000195503235,2351,0.3777952194213867,0.8229374885559082
48,0.8142217397689819,0.8288750052452087,0.7714089751243591,0.7921249866485596,0.8485704064369202,0.8523749709129333,0.8111053705215454,0.8180000185966492,2401,0.37519222497940063,0.8228437304496765
49,0.8155699968338013,0.8258749842643738,0.772940456867218,0.7881249785423279,0.8473677635192871,0.8488749861717224,0.8493910431861877,0.843874990940094,2451,0.37384334206581116,0.8266875147819519
50,0.8206019997596741,0.8323749899864197,0.7781975269317627,0.7944999933242798,0.8469650745391846,0.8512499928474426,0.851279616355896,0.8423749804496765,2501,0.36673179268836975,0.8301249742507935
51,0.790830135345459,0.8163750171661377,0.7498191595077515,0.7838749885559082,0.8284755349159241,0.8403750061988831,0.8540172576904297,0.8498749732971191,2551,0.3763984441757202,0.8226249814033508
52,0.813643217086792,0.8306249976158142,0.7698334455490112,0.7943750023841858,0.8333556056022644,0.844124972820282,0.828331708908081,0.831250011920929,2601,0.36375918984413147,0.8250937461853027
53,0.8334803581237793,0.8348749876022339,0.7988463044166565,0.7994999885559082,0.8643167614936829,0.859499990940094,0.8509400486946106,0.8463749885559082,2651,0.35622790455818176,0.8350625038146973
54,0.8192121386528015,0.8324999809265137,0.7845903038978577,0.8015000224113464,0.8578406572341919,0.8617500066757202,0.8537900447845459,0.8473749756813049,2701,0.34689730405807495,0.8357812762260437
