,BeCertain_F1,BeCertain_accuracy,Knopinion_F1,Knopinion_accuracy,Know_F1,Know_accuracy,Wondows_F1,Wondows_accuracy,global_step,loss,total_accuracy
0,0.5001310706138611,0.5232499837875366,0.4590209424495697,0.512374997138977,0.38274094462394714,0.5028749704360962,0.3876177668571472,0.4881249964237213,1,0.7300918698310852,0.5066562294960022
1,0.562272846698761,0.593625009059906,0.48521584272384644,0.5647500157356262,0.41500160098075867,0.5534999966621399,0.35428178310394287,0.5325000286102295,51,0.6862548589706421,0.5610937476158142
2,0.71672523021698,0.7076249718666077,0.6792593002319336,0.6773750185966492,0.673924446105957,0.6892499923706055,0.5315018892288208,0.6077499985694885,101,0.6110794544219971,0.6704999804496765
3,0.5418168902397156,0.6822500228881836,0.39197778701782227,0.6172500252723694,0.37598228454589844,0.6128749847412109,0.23419508337974548,0.559374988079071,151,0.7187780737876892,0.6179375052452087
4,0.5914369225502014,0.7053750157356262,0.5039312243461609,0.6608750224113464,0.5185050368309021,0.6698750257492065,0.32302406430244446,0.581375002861023,201,0.6427499055862427,0.6543750166893005
5,0.7684319615364075,0.7770000100135803,0.7239247560501099,0.7432500123977661,0.7492988109588623,0.765375018119812,0.530098021030426,0.6223750114440918,251,0.5332034826278687,0.7269999980926514
6,0.7640836238861084,0.7434999942779541,0.7401148676872253,0.7116249799728394,0.7628328204154968,0.7383750081062317,0.6267315745353699,0.6261249780654907,301,0.5602802038192749,0.7049062252044678
7,0.7774268984794617,0.7973750233650208,0.7282425761222839,0.7580000162124634,0.7552177309989929,0.7786250114440918,0.5371679663658142,0.6318749785423279,351,0.5123053193092346,0.7414687275886536
8,0.7876730561256409,0.8044999837875366,0.7376912832260132,0.7642499804496765,0.7602986097335815,0.7832499742507935,0.52377849817276,0.6345000267028809,401,0.5022457242012024,0.7466250061988831
9,0.783556342124939,0.8038750290870667,0.7372881770133972,0.7674999833106995,0.7492198944091797,0.7789999842643738,0.48286497592926025,0.6227499842643738,451,0.4963937997817993,0.7432812452316284
10,0.7890172600746155,0.7627500295639038,0.7611218094825745,0.7348750233650208,0.7874211668968201,0.7642499804496765,0.5393911600112915,0.6236249804496765,501,0.5607206225395203,0.7213749885559082
