,BeCertain_F1,BeCertain_accuracy,BeCertain_fn,BeCertain_fp,BeCertain_tn,BeCertain_tp,Knopinion_F1,Knopinion_accuracy,Knopinion_fn,Knopinion_fp,Knopinion_tn,Knopinion_tp,Know_F1,Know_accuracy,Know_fn,Know_fp,Know_tn,Know_tp,Wondows_F1,Wondows_accuracy,Wondows_fn,Wondows_fp,Wondows_tn,Wondows_tp,global_step,loss,total_accuracy
0,0.610778450966,0.496250003576,838.0,3192.0,808.0,3162.0,0.610136628151,0.497124999762,852.0,3171.0,829.0,3148.0,0.611674666405,0.492749989033,804.0,3254.0,746.0,3196.0,0.638372540474,0.511125028133,548.0,3363.0,637.0,3452.0,0,0.736749887466,0.499312490225
1,0.576587557793,0.563250005245,1621.0,1873.0,2127.0,2379.0,0.537101566792,0.551625013351,1919.0,1668.0,2332.0,2081.0,0.572491586208,0.554750025272,1615.0,1947.0,2053.0,2385.0,0.575036048889,0.558250010014,1609.0,1925.0,2075.0,2391.0,50,0.683966159821,0.556968748569
2,0.506805121899,0.655749976635,2585.0,169.0,3831.0,1415.0,0.34649476409,0.594500005245,3140.0,104.0,3896.0,860.0,0.433059066534,0.620999991894,2842.0,190.0,3810.0,1158.0,0.27975204587,0.564249992371,3323.0,163.0,3837.0,677.0,100,0.664491832256,0.608874976635
3,0.729805827141,0.747874975204,1276.0,741.0,3259.0,2724.0,0.675509870052,0.715624988079,1632.0,643.0,3357.0,2368.0,0.679498136044,0.71899998188,1617.0,631.0,3369.0,2383.0,0.512991130352,0.615750014782,2381.0,693.0,3307.0,1619.0,150,0.585827887058,0.699562489986
4,0.75363278389,0.72025001049,577.0,1661.0,2339.0,3423.0,0.724134027958,0.692375004292,770.0,1691.0,2309.0,3230.0,0.744823038578,0.708875000477,601.0,1728.0,2272.0,3399.0,0.61439883709,0.616375029087,1555.0,1514.0,2486.0,2445.0,200,0.579618752003,0.684468746185
5,0.765455186367,0.749125003815,725.0,1282.0,2718.0,3275.0,0.73298561573,0.71850001812,909.0,1343.0,2657.0,3091.0,0.748784065247,0.722374975681,690.0,1531.0,2469.0,3310.0,0.611000001431,0.611000001431,1556.0,1556.0,2444.0,2444.0,250,0.55381834507,0.700250029564
6,0.753285169601,0.791124999523,1449.0,222.0,3778.0,2551.0,0.66530418396,0.733874976635,1884.0,245.0,3755.0,2116.0,0.685297310352,0.746625006199,1793.0,234.0,3766.0,2207.0,0.434421807528,0.60812497139,2796.0,339.0,3661.0,1204.0,300,0.540032982826,0.719937503338
7,0.695652186871,0.762000024319,1824.0,80.0,3920.0,2176.0,0.582102537155,0.699374973774,2325.0,80.0,3920.0,1675.0,0.602893650532,0.708374977112,2229.0,104.0,3896.0,1771.0,0.408325463533,0.60912501812,2921.0,206.0,3794.0,1079.0,350,0.566049098969,0.694718778133
8,0.799895226955,0.809125006199,948.0,579.0,3421.0,3052.0,0.752897262573,0.768124997616,1174.0,681.0,3319.0,2826.0,0.774134576321,0.783874988556,1037.0,692.0,3308.0,2963.0,0.590711176395,0.647499978542,1965.0,855.0,3145.0,2035.0,400,0.496471315622,0.752156257629
9,0.794255673885,0.81375002861,1124.0,366.0,3634.0,2876.0,0.731121361256,0.764999985695,1444.0,436.0,3564.0,2556.0,0.750176072121,0.778375029564,1338.0,435.0,3565.0,2662.0,0.617046177387,0.67199999094,1886.0,738.0,3262.0,2114.0,450,0.483679205179,0.757281243801
