,BeCertain_F1,BeCertain_accuracy,Knopinion_F1,Knopinion_accuracy,Know_F1,Know_accuracy,Wondows_F1,Wondows_accuracy,global_step,loss,total_accuracy
0,0.5570028424263,0.5196250081062317,0.5276802778244019,0.512624979019165,0.5620624423027039,0.5073750019073486,0.5644281506538391,0.5111250281333923,1,0.746458888053894,0.5126875042915344
1,0.6156591773033142,0.5962499976158142,0.5712853074073792,0.5726249814033508,0.6007702350616455,0.5723749995231628,0.5520110726356506,0.5558750033378601,51,0.6817206740379333,0.5742812752723694
2,0.7077882885932922,0.6370000243186951,0.695307731628418,0.625,0.7169583439826965,0.6482499837875366,0.6590394377708435,0.6237499713897705,101,0.6277107000350952,0.6334999799728394
3,0.7375197410583496,0.7095000147819519,0.7115557193756104,0.6792500019073486,0.7293692231178284,0.7007499933242798,0.6132335066795349,0.6127499938011169,151,0.5863907337188721,0.6755625009536743
4,0.7587618231773376,0.749625027179718,0.7249818444252014,0.7162500023841858,0.745567798614502,0.734499990940094,0.5899868607521057,0.6110000014305115,201,0.561441957950592,0.7028437256813049
5,0.7748717665672302,0.7751250267028809,0.739141583442688,0.7462499737739563,0.7465556859970093,0.7562500238418579,0.5429337620735168,0.6167500019073486,251,0.539039671421051,0.7235937714576721
6,0.7804292440414429,0.7941250205039978,0.7312508821487427,0.7558749914169312,0.7463215589523315,0.7672500014305115,0.5016722679138184,0.6088749766349792,301,0.5282755494117737,0.7315312623977661
7,0.7765296697616577,0.7662500143051147,0.7443689703941345,0.7318750023841858,0.7634345293045044,0.749625027179718,0.5593363046646118,0.6082500219345093,351,0.558804452419281,0.7139999866485596
8,0.7803362011909485,0.8056250214576721,0.7255156636238098,0.7621250152587891,0.7330734729766846,0.768875002861023,0.46782001852989197,0.6154999732971191,401,0.5155544281005859,0.738031268119812
9,0.7560218572616577,0.793624997138977,0.7153524160385132,0.7617499828338623,0.7155211567878723,0.765625,0.4015180170536041,0.6057500243186951,451,0.523462176322937,0.7316874861717224
10,0.7978052496910095,0.7835000157356262,0.7651715278625488,0.7441250085830688,0.7816593647003174,0.762499988079071,0.5344153642654419,0.6127499938011169,501,0.5357193350791931,0.7257187366485596
11,0.8045431971549988,0.8042500019073486,0.7686313986778259,0.7698749899864197,0.7811321020126343,0.7825000286102295,0.4905660152435303,0.6118749976158142,551,0.5120421648025513,0.7421249747276306
12,0.8019521832466125,0.8072500228881836,0.7675939202308655,0.7733749747276306,0.7760375738143921,0.7854999899864197,0.5116963982582092,0.6268749833106995,601,0.488003671169281,0.7482500076293945
13,0.8018679022789001,0.8143749833106995,0.7678804993629456,0.7785000205039978,0.7710714936256409,0.7847499847412109,0.7359510660171509,0.7192500233650208,651,0.4699312746524811,0.774218738079071
14,0.8034689426422119,0.7988749742507935,0.7714534997940063,0.7706249952316284,0.791417121887207,0.7910000085830688,0.46618106961250305,0.6152499914169312,701,0.5049833059310913,0.7439374923706055
15,0.79090416431427,0.8057500123977661,0.7542384266853333,0.7698749899864197,0.767030656337738,0.7760000228881836,0.7674643397331238,0.7291250228881836,751,0.47345292568206787,0.770187497138977
16,0.8003699779510498,0.8111249804496765,0.7543498873710632,0.7758749723434448,0.7686424255371094,0.7882500290870667,0.6814435720443726,0.7197499871253967,801,0.4568272829055786,0.7737500071525574
